age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,sport_frequency,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,art_digital_traditional,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,acad_reading_habit,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,analy_patience_level,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_sleep_quality,category,hobby
15,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Swimming,Medium,Average,Arts,Drawing
12,No,None,None,None,None,None,None,Yes,Music,Low,No,Low,Structured,Traditional,Yes,Language,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,High,No,Meditation,Medium,Good,Academics,Creative Writing
14,Yes,indoor,Badminton,High,Team,Medium,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Other,High,Average,Sports,Badminton
5,Yes,outdoor,Football,High,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Swimming,High,Good,Sports,Football
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,High,No,With others,No,Medium,Asthma,High,Yes,Swimming,Medium,Good,Analytical,Robotics
17,Yes,both,Cricket,High,Team,Low,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Swimming,Medium,Poor,Sports,Cricket
9,Yes,both,Other,Medium,Team,Low,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Swimming,High,Average,Health,Swimming
15,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,No,No,Yes,Coding,Medium,Yes,With others,Yes,High,Asthma,Medium,No,Other,Low,Average,Analytical,Coding
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,Yes,High,None,Medium,Yes,Swimming,Low,Good,Analytical,Chess
8,Yes,both,Other,Low,Individual,Low,1-2 days,No,None,None,None,None,None,None,Yes,Other,No,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,Other,Medium,Yes,Yoga,High,Average,Academics,Math Olympiad
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,None,High,No,Running,Low,Poor,Academics,Creative Writing
7,Yes,outdoor,Other,Medium,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Gymnastics,Low,Average,Sports,Cricket
15,No,None,None,None,None,None,None,Yes,Other,Medium,Yes,High,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,No,Gymnastics,High,Poor,Arts,Drawing
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,No,Yes,Yes,Puzzles,Low,No,Alone,No,Low,Joint Pain,High,No,Yoga,Medium,Average,Academics,Creative Writing
7,No,None,None,None,None,None,None,Yes,Music,High,No,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Yoga,Low,Poor,Arts,Music
8,Yes,indoor,Carrom,High,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Swimming,Low,Average,Sports,Carrom
14,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,Medium,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,No,Gymnastics,Medium,Poor,Arts,Drawing
5,Yes,outdoor,Cricket,High,Team,High,5+ days,Yes,Music,High,Yes,Medium,Structured,Traditional,Yes,Other,No,Yes,Individual,No,No,No,None,None,None,None,None,None,Joint Pain,Medium,No,Meditation,Medium,Average,Sports,Cricket
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,Other,High,No,Running,High,Poor,Academics,Creative Writing
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,No,No,Individual,No,Yes,No,None,None,None,None,None,None,None,High,No,Yoga,High,Average,Health,Yoga
17,Yes,outdoor,Cricket,Low,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Meditation,High,Poor,Sports,Cricket
5,No,None,None,None,None,None,None,Yes,Music,Low,No,Low,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Gymnastics,High,Good,Health,Gymnastics
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Gymnastics,High,Good,Health,Gymnastics
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,No,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,Joint Pain,Medium,No,Yoga,Medium,Average,Academics,Math Olympiad
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,No,Yes,No,None,None,None,None,None,None,Asthma,Medium,No,Swimming,Low,Good,Academics,Creative Writing
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,High,Yes,With others,Yes,Medium,None,Medium,Yes,Meditation,Medium,Poor,Analytical,Robotics
12,No,None,None,None,None,None,None,Yes,Dance,High,Yes,High,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Running,Low,Good,Arts,Dance
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Group,No,No,Yes,Puzzles,High,Yes,With others,No,High,None,Low,No,Yoga,High,Poor,Analytical,Chess
11,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Swimming,Medium,Good,Arts,Drawing
8,Yes,both,Cricket,Low,Team,Low,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,High,No,Alone,Yes,High,None,Medium,No,Meditation,High,Average,Analytical,Robotics
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Other,High,Good,Health,Yoga
5,Yes,outdoor,Athletics,Low,Individual,Low,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Running,High,Average,Sports,Athletics
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,Yes,Medium,Other,Low,Yes,Gymnastics,Low,Poor,Analytical,Chess
5,Yes,outdoor,Athletics,Low,Individual,Low,5+ days,Yes,Other,Low,Yes,Low,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Swimming,High,Good,Arts,Drawing
14,Yes,both,Cricket,Medium,Team,High,5+ days,Yes,Other,Low,No,Low,Structured,Both,Yes,Math,No,Yes,Group,Yes,No,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Yoga,Medium,Good,Sports,Cricket
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,Low,Yes,Alone,Yes,High,None,High,Yes,Meditation,Low,Average,Analytical,Coding
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,No,Yes,Group,Yes,No,No,None,None,None,None,None,None,None,Low,Yes,Other,Medium,Average,Academics,Science Club
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Individual,Yes,Yes,Yes,Coding,Low,No,Alone,No,Low,Joint Pain,High,Yes,Swimming,Low,Good,Academics,Math Olympiad
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,Yes,Alone,No,Medium,None,Medium,No,Yoga,Medium,Average,Analytical,Coding
15,Yes,both,Basketball,High,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Low,Yes,Meditation,Medium,Good,Sports,Basketball
11,Yes,both,Swimming,High,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Low,Yes,Gymnastics,High,Good,Sports,Swimming
16,No,None,None,None,None,None,None,Yes,Other,High,Yes,Medium,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Swimming,Medium,Good,Arts,Drawing
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,High,Yes,Other,Medium,Average,Academics,Creative Writing
12,Yes,indoor,Carrom,High,Individual,Low,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,Low,No,With others,No,Medium,Asthma,High,No,Swimming,High,Good,Sports,Carrom
9,No,None,None,None,None,None,None,Yes,Music,Medium,No,Medium,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Other,Low,Average,Arts,Music
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,Yes,No,None,None,None,None,None,None,Asthma,Medium,Yes,Gymnastics,Low,Poor,Academics,Math Olympiad
11,Yes,outdoor,Basketball,High,Team,High,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Gymnastics,High,Poor,Sports,Basketball
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,Yes,No,None,None,None,None,None,None,Asthma,High,Yes,Meditation,High,Average,Academics,Math Olympiad
8,Yes,indoor,Badminton,High,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Yoga,High,Poor,Sports,Badminton
10,No,None,None,None,None,None,None,Yes,Music,Medium,Yes,Low,Free,Traditional,No,None,None,None,None,None,None,Yes,Robotics,High,No,Alone,No,Low,None,Medium,Yes,Other,Low,Poor,Arts,Music
17,Yes,both,Cricket,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,Low,No,With others,No,High,None,Medium,Yes,Meditation,Medium,Poor,Sports,Cricket
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,Medium,Yes,Alone,No,Medium,None,Low,Yes,Running,High,Poor,Analytical,Robotics
8,Yes,both,Basketball,High,Individual,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,No,Yoga,Medium,Good,Sports,Basketball
14,Yes,outdoor,Athletics,Low,Team,Low,3-4 days,Yes,Dance,High,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Other,Low,Poor,Arts,Dance
17,No,None,None,None,None,None,None,Yes,Other,High,Yes,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,No,Gymnastics,High,Average,Arts,Drawing
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,Yes,Group,Yes,No,No,None,None,None,None,None,None,None,High,Yes,Yoga,Medium,Poor,Academics,Science Club
10,No,None,None,None,None,None,None,Yes,Dance,Low,No,Low,Free,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,No,Other,High,Average,Health,Yoga
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Running,High,Good,Health,Running
14,Yes,outdoor,Basketball,High,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,Low,No,With others,No,High,None,Low,No,Gymnastics,High,Good,Sports,Basketball
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Running,High,Average,Health,Running
7,Yes,indoor,Carrom,High,Team,Medium,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Other,Medium,Average,Sports,Carrom
12,Yes,indoor,Carrom,High,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Gymnastics,Low,Average,Sports,Carrom
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,No,Individual,Yes,Yes,No,None,None,None,None,None,None,None,Low,Yes,Swimming,High,Good,Academics,Math Olympiad
10,Yes,outdoor,Other,Medium,Individual,Low,3-4 days,Yes,Dance,Low,Yes,High,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,No,Meditation,High,Average,Arts,Dance
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,Low,Yes,Meditation,Low,Poor,Academics,Creative Writing
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,No,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,Joint Pain,Medium,Yes,Swimming,Medium,Good,Academics,Math Olympiad
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Meditation,Medium,Good,Health,Meditation
13,Yes,both,Football,Medium,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,Medium,No,With others,No,Low,None,High,Yes,Swimming,Low,Good,Sports,Football
15,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Meditation,High,Average,Health,Meditation
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,None,High,No,Other,Low,Poor,Academics,Creative Writing
11,Yes,outdoor,Cricket,High,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,No,Yoga,Low,Good,Sports,Cricket
10,Yes,indoor,Badminton,High,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Low,Yes,With others,Yes,Low,Joint Pain,Low,No,Meditation,High,Good,Sports,Badminton
8,No,None,None,None,None,None,None,Yes,Other,High,Yes,Medium,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Other,High,Poor,Arts,Drawing
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,Other,Medium,No,Meditation,Low,Good,Academics,Math Olympiad
14,Yes,outdoor,Cricket,High,Team,High,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Yoga,Low,Average,Sports,Cricket
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,No,Group,Yes,Yes,No,None,None,None,None,None,None,None,Medium,Yes,Meditation,High,Good,Academics,Math Olympiad
6,Yes,both,Basketball,High,Team,Low,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Running,Medium,Poor,Sports,Basketball
6,Yes,both,Swimming,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,Yes,Yoga,Medium,Good,Sports,Swimming
15,Yes,both,Other,High,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,Low,No,Alone,No,Medium,None,High,Yes,Swimming,Low,Good,Sports,Cricket
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,No,Swimming,High,Average,Health,Swimming
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,No,Alone,No,Low,None,Low,No,Yoga,Medium,Good,Analytical,Chess
8,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Free,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Yoga,Medium,Average,Arts,Drawing
9,Yes,outdoor,Athletics,High,Individual,Low,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Meditation,High,Poor,Sports,Athletics
7,No,None,None,None,None,None,None,Yes,Drawing,Low,No,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Medium,No,Yoga,Medium,Poor,Arts,Drawing
9,Yes,both,Basketball,Low,Team,Low,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Low,Yes,With others,Yes,High,None,High,No,Gymnastics,Low,Good,Analytical,Robotics
7,No,None,None,None,None,None,None,Yes,Other,Low,Yes,Low,Free,Digital,No,None,None,None,None,None,None,Yes,Logical Games,High,Yes,With others,Yes,High,Asthma,Low,No,Other,High,Good,Analytical,Robotics
8,Yes,outdoor,Athletics,Medium,Individual,High,5+ days,No,None,None,None,None,None,None,Yes,Other,Yes,No,Individual,Yes,No,Yes,Puzzles,Medium,Yes,With others,No,Medium,None,Medium,Yes,Running,Low,Good,Sports,Athletics
8,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,Yes,Gymnastics,Low,Average,Arts,Drawing
14,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Meditation,Low,Good,Arts,Drawing
12,Yes,outdoor,Swimming,High,Individual,Low,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Meditation,Medium,Poor,Sports,Swimming
9,Yes,outdoor,Football,Medium,Team,Low,3-4 days,Yes,Music,High,Yes,High,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Other,Low,Good,Arts,Music
16,Yes,indoor,Other,Medium,Team,Medium,5+ days,No,None,None,None,None,None,None,Yes,Science,No,No,Individual,No,Yes,No,None,None,None,None,None,None,None,Low,No,Other,High,Average,Sports,Cricket
13,Yes,outdoor,Swimming,Low,Individual,Medium,5+ days,No,None,None,None,None,None,None,Yes,Math,Yes,No,Individual,No,No,No,None,None,None,None,None,None,Joint Pain,Medium,No,Other,High,Average,Sports,Swimming
