age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_note,category,hobby
16,No,None,None,None,None,None,Yes,Dance,Low,Yes,High,Structured,Yes,Math,Yes,Yes,Group,Yes,No,None,None,None,None,None,Joint Pain,Medium,No,Swimming,Medium,None,Academics,Math Olympiad
6,No,None,None,None,None,None,Yes,Dance,Medium,No,High,Structured,Yes,Language,Yes,No,Group,Yes,No,None,None,None,None,None,Joint Pain,High,Yes,Meditation,Medium,None,Academics,Creative Writing
10,No,None,None,None,None,None,Yes,Dance,Medium,No,Low,Structured,Yes,Language,No,Yes,Individual,No,No,None,None,None,None,None,None,Medium,Yes,Swimming,Medium,None,Health,Swimming
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,Yes,Joint Pain,Low,Yes,Swimming,High,None,Analytical,Chess
17,No,None,None,None,None,None,Yes,Dance,Medium,No,High,Free,No,None,None,None,None,None,Yes,Robotics,Medium,No,With others,Yes,None,High,No,Gymnastics,Medium,None,Arts,Dance
12,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Running,Low,None,Health,Running
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,No,With others,Yes,None,High,Yes,Gymnastics,High,None,Health,Gymnastics
15,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,No,Group,No,No,None,None,None,None,None,None,Low,No,Swimming,Medium,None,Health,Swimming
17,Yes,indoor,Badminton,Medium,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Yoga,High,None,Health,Yoga
10,No,None,None,None,None,None,Yes,Drawing,Low,No,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,Yes,Running,Medium,None,Arts,Drawing
7,Yes,indoor,Table Tennis,Medium,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,Yes,Swimming,High,None,Health,Swimming
11,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Group,Yes,No,None,None,None,None,None,Other,Low,No,Running,Medium,None,Academics,Math Olympiad
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Individual,Yes,No,None,None,None,None,None,Joint Pain,Medium,Yes,Swimming,Medium,None,Academics,Science Club
9,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Meditation,High,None,Health,Meditation
14,Yes,indoor,Badminton,Medium,Team,High,No,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,No,No,None,None,None,None,None,Joint Pain,Medium,Yes,Swimming,Low,None,Sports,Badminton
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Medium,No,Alone,No,Asthma,Medium,No,Swimming,High,None,Health,Swimming
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,No,None,None,None,None,None,Other,Medium,No,Yoga,Low,None,Academics,Math Olympiad
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,Yes,Group,No,No,None,None,None,None,None,None,Medium,No,Meditation,Medium,None,Academics,Science Club
11,No,None,None,None,None,None,Yes,Music,High,Yes,High,Free,Yes,Math,No,No,Group,Yes,No,None,None,None,None,None,None,Medium,No,Swimming,Low,None,Arts,Music
16,No,None,None,None,None,None,Yes,Music,Low,No,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Meditation,Low,None,Health,Meditation
15,Yes,indoor,Table Tennis,High,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Gymnastics,High,None,Health,Gymnastics
7,No,None,None,None,None,None,Yes,Music,Medium,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Gymnastics,Medium,None,Arts,Music
14,No,None,None,None,None,None,Yes,Dance,Low,No,Medium,Free,Yes,Science,No,Yes,Group,No,No,None,None,None,None,None,Other,Low,Yes,Swimming,Medium,None,Arts,Dance
17,No,None,None,None,None,None,Yes,Music,Medium,Yes,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Gymnastics,Medium,None,Arts,Music
15,Yes,outdoor,Football,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Swimming,Medium,None,Sports,Football
13,Yes,indoor,Badminton,Low,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Yoga,Low,None,Sports,Badminton
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,No,Individual,No,Yes,Robotics,High,Yes,With others,No,Joint Pain,High,Yes,Meditation,High,None,Analytical,Robotics
6,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Meditation,High,None,Health,Meditation
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Group,Yes,No,None,None,None,None,None,None,Medium,Yes,Running,High,None,Academics,Creative Writing
9,No,None,None,None,None,None,Yes,Drawing,Low,No,Low,Structured,No,None,None,None,None,None,Yes,Robotics,Medium,Yes,With others,No,None,High,Yes,Meditation,Medium,None,Analytical,Robotics
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,No,None,None,None,None,None,Asthma,Medium,Yes,Meditation,High,None,Academics,Creative Writing
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Group,No,Yes,Coding,Low,No,With others,Yes,Joint Pain,Low,Yes,Swimming,Low,None,Academics,Math Olympiad
17,Yes,outdoor,Cricket,Low,Individual,High,No,None,None,None,None,None,Yes,Language,Yes,No,Group,No,No,None,None,None,None,None,None,Medium,No,Gymnastics,High,None,Health,Gymnastics
11,No,None,None,None,None,None,Yes,Drawing,Low,Yes,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Meditation,Medium,None,Arts,Drawing
13,No,None,None,None,None,None,Yes,Drawing,High,Yes,Medium,Free,Yes,Language,No,Yes,Group,No,No,None,None,None,None,None,None,Low,No,Meditation,High,None,Arts,Drawing
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,Yes,Alone,No,None,Low,Yes,Meditation,Low,None,Analytical,Coding
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,No,Swimming,High,None,Health,Swimming
11,No,None,None,None,None,None,Yes,Drawing,Medium,No,High,Free,No,None,None,None,None,None,Yes,Coding,High,No,Alone,Yes,None,Medium,Yes,Yoga,Medium,None,Analytical,Coding
13,No,None,None,None,None,None,Yes,Dance,Low,No,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Swimming,Medium,None,Health,Swimming
9,No,None,None,None,None,None,Yes,Drawing,High,Yes,Medium,Free,Yes,Language,Yes,No,Individual,Yes,No,None,None,None,None,None,None,Medium,Yes,Gymnastics,High,None,Arts,Drawing
16,No,None,None,None,None,None,Yes,Dance,Low,Yes,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,Low,None,Arts,Dance
9,Yes,indoor,Badminton,High,Team,Medium,No,None,None,None,None,None,Yes,Math,No,Yes,Individual,Yes,No,None,None,None,None,None,None,Low,No,Swimming,High,None,Academics,Math Olympiad
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Low,No,Alone,No,Other,Low,Yes,Yoga,Medium,None,Health,Yoga
12,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Individual,Yes,No,None,None,None,None,None,None,Low,Yes,Gymnastics,Low,None,Academics,Science Club
7,Yes,both,Swimming,Medium,Team,Low,Yes,Music,High,No,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,Yes,Meditation,High,None,Arts,Music
8,No,None,None,None,None,None,Yes,Music,High,No,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Gymnastics,High,None,Arts,Music
17,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Group,No,No,None,None,None,None,None,Other,High,No,Yoga,Low,None,Health,Yoga
9,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Low,No,Alone,Yes,None,Low,Yes,Running,Medium,None,Analytical,Chess
16,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Group,Yes,No,None,None,None,None,None,Other,High,No,Meditation,High,None,Academics,Math Olympiad
6,Yes,indoor,Badminton,Low,Individual,High,No,None,None,None,None,None,Yes,Language,No,No,Group,No,No,None,None,None,None,None,Joint Pain,Low,Yes,Yoga,Low,None,Sports,Badminton
14,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Individual,Yes,No,None,None,None,None,None,Asthma,Medium,Yes,Meditation,High,None,Academics,Science Club
9,Yes,indoor,Badminton,High,Individual,High,Yes,Music,Low,No,Medium,Structured,Yes,Language,No,Yes,Individual,Yes,No,None,None,None,None,None,Other,Medium,No,Yoga,High,None,Academics,Creative Writing
12,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Individual,No,No,None,None,None,None,None,Asthma,Medium,Yes,Swimming,Medium,None,Academics,Science Club
15,Yes,both,Swimming,Medium,Team,Low,No,None,None,None,None,None,Yes,Language,Yes,No,Individual,No,No,None,None,None,None,None,None,Low,Yes,Running,Low,None,Sports,Swimming
5,Yes,indoor,Badminton,High,Team,Medium,No,None,None,None,None,None,Yes,Language,No,Yes,Individual,No,No,None,None,None,None,None,None,High,No,Running,Low,None,Sports,Badminton
12,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Individual,Yes,No,None,None,None,None,None,Joint Pain,Medium,No,Meditation,High,None,Academics,Science Club
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,No,Individual,No,Yes,Logical Games,Medium,Yes,Alone,No,Joint Pain,Low,No,Meditation,Medium,None,Analytical,Robotics
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,Yes,Alone,Yes,None,High,Yes,Running,Low,None,Analytical,Robotics
6,Yes,indoor,Badminton,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,Yes,Swimming,Medium,None,Sports,Badminton
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,No,Meditation,Low,None,Health,Meditation
12,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Individual,Yes,Yes,Logical Games,Low,Yes,Alone,No,Other,Medium,No,Yoga,Low,None,Academics,Math Olympiad
7,Yes,indoor,Table Tennis,Medium,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Medium,No,With others,Yes,Other,High,Yes,Yoga,Medium,None,Analytical,Coding
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,No,Alone,Yes,None,Low,No,Yoga,Medium,None,Analytical,Robotics
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Individual,Yes,Yes,Robotics,High,Yes,With others,Yes,Other,Low,No,Gymnastics,Medium,None,Analytical,Robotics
8,No,None,None,None,None,None,Yes,Drawing,High,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Yoga,High,None,Health,Yoga
12,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,High,Yes,Alone,Yes,Joint Pain,High,Yes,Swimming,High,None,Analytical,Coding
7,Yes,both,Swimming,High,Team,Medium,Yes,Dance,Medium,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Gymnastics,Low,None,Arts,Dance
11,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,No,Group,Yes,No,None,None,None,None,None,None,Medium,Yes,Gymnastics,High,None,Health,Gymnastics
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,Yes,Alone,No,Joint Pain,High,No,Swimming,Medium,None,Analytical,Chess
17,No,None,None,None,None,None,Yes,Dance,Medium,Yes,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Swimming,Medium,None,Arts,Dance
14,No,None,None,None,None,None,Yes,Drawing,High,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,No,Swimming,High,None,Arts,Drawing
15,Yes,outdoor,Cricket,High,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,High,None,Health,Meditation
12,No,None,None,None,None,None,Yes,Dance,Low,Yes,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Yoga,Low,None,Arts,Dance
17,Yes,both,Swimming,Low,Team,High,No,None,None,None,None,None,Yes,Science,Yes,No,Individual,Yes,No,None,None,None,None,None,Joint Pain,High,Yes,Meditation,Low,None,Academics,Science Club
11,Yes,outdoor,Cricket,High,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Swimming,Low,None,Sports,Cricket
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,Yes,Swimming,Medium,None,Health,Swimming
15,No,None,None,None,None,None,Yes,Dance,Low,Yes,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,No,Meditation,High,None,Arts,Dance
11,Yes,outdoor,Cricket,Medium,Individual,Medium,No,None,None,None,None,None,Yes,Science,Yes,No,Group,Yes,No,None,None,None,None,None,None,Medium,No,Running,High,None,Academics,Science Club
10,No,None,None,None,None,None,Yes,Music,High,No,High,Structured,No,None,None,None,None,None,Yes,Coding,High,No,With others,No,None,Medium,Yes,Swimming,Low,None,Arts,Music
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Running,High,None,Health,Running
13,Yes,outdoor,Football,Low,Team,Medium,No,None,None,None,None,None,Yes,Math,No,No,Individual,Yes,No,None,None,None,None,None,Other,Low,Yes,Running,Medium,None,Academics,Math Olympiad
6,Yes,indoor,Table Tennis,Low,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,Yes,With others,Yes,None,Medium,Yes,Meditation,Low,None,Analytical,Coding
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,High,No,Alone,No,None,High,Yes,Gymnastics,Low,None,Analytical,Robotics
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,Medium,No,Alone,Yes,Other,Medium,Yes,Swimming,Low,None,Analytical,Chess
17,Yes,indoor,Badminton,Low,Individual,High,Yes,Dance,Low,No,High,Free,Yes,Math,No,Yes,Group,No,No,None,None,None,None,None,Joint Pain,Medium,No,Meditation,Low,None,Arts,Dance
11,Yes,outdoor,Cricket,Medium,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Yoga,High,None,Sports,Cricket
16,Yes,indoor,Table Tennis,Medium,Team,Medium,Yes,Drawing,Low,No,High,Free,No,None,None,None,None,None,Yes,Logical Games,High,No,With others,No,Asthma,Low,No,Yoga,High,None,Sports,Table Tennis
16,Yes,indoor,Table Tennis,Low,Individual,Medium,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,Yes,No,None,None,None,None,None,Asthma,Medium,Yes,Swimming,High,None,Academics,Creative Writing
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,High,None,Health,Meditation
16,No,None,None,None,None,None,Yes,Dance,Low,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,Medium,None,Arts,Dance
11,Yes,indoor,Table Tennis,High,Team,High,Yes,Dance,Medium,No,Low,Structured,No,None,None,None,None,None,Yes,Robotics,Low,No,With others,No,Asthma,Low,No,Swimming,Low,None,Sports,Table Tennis
13,Yes,both,Swimming,High,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Gymnastics,Medium,None,Sports,Swimming
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,No,Alone,No,Asthma,Medium,Yes,Yoga,Medium,None,Health,Yoga
10,Yes,indoor,Badminton,Low,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,No,Yoga,High,None,Sports,Badminton
5,Yes,outdoor,Football,Low,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Running,Low,None,Sports,Football
6,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Group,Yes,No,None,None,None,None,None,Asthma,Low,Yes,Yoga,Medium,None,Academics,Math Olympiad
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,No,No,None,None,None,None,None,None,Medium,No,Running,High,None,Academics,Creative Writing
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,Yes,No,None,None,None,None,None,None,High,Yes,Gymnastics,Low,None,Academics,Math Olympiad
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Group,No,No,None,None,None,None,None,Joint Pain,Medium,No,Yoga,High,None,Health,Yoga
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,No,Alone,Yes,None,Low,Yes,Running,Low,None,Analytical,Robotics
8,Yes,outdoor,Cricket,Low,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Swimming,High,None,Health,Swimming
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Group,No,No,None,None,None,None,None,None,Medium,Yes,Swimming,Low,None,Academics,Math Olympiad
8,Yes,indoor,Table Tennis,High,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,Yes,Meditation,Low,None,Sports,Table Tennis
11,No,None,None,None,None,None,Yes,Drawing,Low,Yes,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,No,Yoga,High,None,Arts,Drawing
8,Yes,indoor,Table Tennis,High,Team,High,Yes,Drawing,Medium,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,Yes,Swimming,Low,None,Sports,Table Tennis
