sport_type,sport_activity_level,sport_play_style,favorite_sport,art_type,art_creativity,art_performance,art_learning,acad_subject,acad_problem_solving,acad_curiosity,acad_study_type,analy_interest,analy_logic,analy_challenge,analy_work_style,health_activity_type,health_energy,health_outdoor,health_activity,category,hobby
outdoor,Medium,Individual,Table Tennis,Dance,Low,No,Free,Language,No,No,Individual,Logical Games,Low,No,Alone,Relaxation,Medium,No,Gymnastics,Health,Gymnastics
indoor,Low,Individual,Chess,Drawing,Medium,Yes,Free,Science,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,Medium,No,Meditation,Arts,Drawing
indoor,Low,Individual,Cricket,Dance,Medium,No,Free,Science,Yes,No,Group,Coding,High,Yes,With others,Physical,Medium,No,Meditation,Analytical,Robotics
indoor,High,Individual,Badminton,Dance,Low,No,Structured,Science,No,No,Individual,Coding,Low,Yes,Alone,Physical,Low,Yes,Running,Sports,Badminton
outdoor,Low,Individual,Football,Music,High,No,Free,Language,No,No,Group,Coding,Low,No,With others,Physical,Medium,No,Yoga,Arts,Music
indoor,Medium,Individual,Cricket,Drawing,Low,No,Free,Language,No,No,Individual,Coding,Low,No,Alone,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,Low,Team,Badminton,Drawing,Medium,No,Free,Science,Yes,Yes,Individual,Logical Games,High,Yes,With others,Physical,Medium,No,Gymnastics,Analytical,Robotics
outdoor,Low,Team,Football,Music,Low,Yes,Free,Science,Yes,Yes,Group,Logical Games,High,No,With others,Relaxation,Medium,Yes,Gymnastics,Academics,Science Club
outdoor,Low,Individual,Table Tennis,Music,High,Yes,Structured,Science,No,No,Individual,Logical Games,Low,No,Alone,Relaxation,High,Yes,Gymnastics,Arts,Music
outdoor,Medium,Individual,Chess,Music,Low,No,Free,Language,Yes,No,Group,Puzzles,High,No,Alone,Physical,High,Yes,Gymnastics,Health,Gymnastics
outdoor,Low,Team,Football,Dance,Low,Yes,Structured,Language,No,Yes,Individual,Logical Games,High,Yes,Alone,Relaxation,Low,No,Gymnastics,Analytical,Robotics
indoor,Low,Team,Table Tennis,Drawing,High,Yes,Structured,Math,Yes,No,Group,Puzzles,Medium,No,With others,Physical,Medium,Yes,Gymnastics,Arts,Drawing
outdoor,Low,Individual,Badminton,Drawing,Low,Yes,Structured,Language,No,Yes,Group,Puzzles,Medium,Yes,Alone,Physical,Low,Yes,Gymnastics,Academics,Creative Writing
outdoor,High,Team,Cricket,Drawing,Medium,No,Free,Science,No,No,Group,Logical Games,Low,No,Alone,Physical,Low,Yes,Running,Sports,Cricket
indoor,Low,Individual,Chess,Dance,Medium,No,Structured,Language,Yes,Yes,Individual,Puzzles,High,No,With others,Physical,Low,No,Meditation,Academics,Creative Writing
indoor,Low,Individual,Cricket,Dance,Low,No,Free,Language,No,No,Individual,Coding,High,Yes,Alone,Physical,Low,No,Gymnastics,Analytical,Coding
outdoor,Low,Team,Cricket,Drawing,Medium,No,Free,Science,Yes,Yes,Group,Puzzles,Medium,Yes,Alone,Relaxation,Low,No,Running,Academics,Science Club
outdoor,High,Individual,Cricket,Dance,Low,No,Structured,Math,No,No,Individual,Puzzles,Low,No,Alone,Physical,Low,Yes,Yoga,Sports,Swimming
outdoor,High,Individual,Table Tennis,Music,Low,No,Structured,Math,No,No,Group,Logical Games,Low,No,Alone,Relaxation,Medium,Yes,Meditation,Sports,Swimming
indoor,High,Individual,Table Tennis,Dance,Low,No,Free,Math,No,No,Group,Coding,Low,No,Alone,Relaxation,Low,Yes,Running,Sports,Table Tennis
indoor,Low,Team,Football,Drawing,Low,No,Free,Science,Yes,Yes,Group,Puzzles,Medium,No,With others,Physical,Low,Yes,Yoga,Academics,Science Club
outdoor,High,Individual,Table Tennis,Dance,Low,No,Structured,Language,No,No,Individual,Logical Games,Low,No,Alone,Physical,Medium,No,Yoga,Sports,Swimming
indoor,Medium,Team,Badminton,Dance,Medium,No,Structured,Math,No,Yes,Individual,Puzzles,High,No,Alone,Physical,Medium,No,Gymnastics,Health,Gymnastics
outdoor,High,Individual,Cricket,Music,Low,No,Structured,Language,No,No,Group,Puzzles,Low,No,With others,Relaxation,High,No,Meditation,Sports,Swimming
outdoor,High,Team,Cricket,Music,Low,No,Free,Math,No,No,Group,Logical Games,Low,No,With others,Physical,Medium,No,Gymnastics,Sports,Cricket
outdoor,Low,Individual,Football,Drawing,Medium,No,Structured,Science,No,No,Group,Logical Games,Low,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,Medium,Team,Chess,Drawing,Low,No,Free,Math,Yes,No,Individual,Logical Games,High,Yes,With others,Relaxation,Medium,Yes,Meditation,Analytical,Robotics
outdoor,Medium,Individual,Badminton,Music,Medium,No,Structured,Language,No,No,Group,Logical Games,Low,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,High,Team,Table Tennis,Dance,Low,No,Free,Science,No,No,Individual,Logical Games,Medium,No,With others,Relaxation,Medium,No,Running,Sports,Table Tennis
indoor,Low,Team,Football,Dance,High,Yes,Structured,Science,No,No,Individual,Logical Games,Low,No,With others,Physical,Low,No,Meditation,Arts,Dance
outdoor,Low,Individual,Badminton,Drawing,Medium,No,Structured,Science,Yes,Yes,Group,Puzzles,High,Yes,Alone,Relaxation,Medium,No,Yoga,Academics,Science Club
outdoor,Low,Team,Badminton,Drawing,Low,No,Free,Math,Yes,Yes,Individual,Logical Games,Medium,Yes,With others,Relaxation,Low,No,Meditation,Academics,Math Olympiad
outdoor,Low,Team,Cricket,Drawing,High,Yes,Structured,Language,No,No,Individual,Logical Games,Medium,No,Alone,Relaxation,Low,Yes,Gymnastics,Arts,Drawing
outdoor,Medium,Individual,Football,Music,Low,No,Free,Language,No,Yes,Group,Logical Games,Low,No,Alone,Relaxation,Low,Yes,Meditation,Health,Meditation
indoor,Low,Team,Chess,Drawing,High,Yes,Free,Math,No,No,Group,Logical Games,Low,No,With others,Relaxation,Low,Yes,Running,Arts,Drawing
outdoor,Medium,Team,Chess,Dance,Medium,No,Structured,Math,Yes,Yes,Group,Logical Games,Low,Yes,With others,Relaxation,Medium,Yes,Running,Academics,Math Olympiad
indoor,Low,Individual,Cricket,Music,Low,No,Structured,Language,No,Yes,Group,Coding,High,Yes,With others,Relaxation,Low,Yes,Yoga,Analytical,Robotics
indoor,High,Team,Table Tennis,Dance,Low,No,Free,Science,No,No,Group,Coding,Low,No,Alone,Relaxation,High,No,Meditation,Sports,Table Tennis
outdoor,High,Individual,Table Tennis,Music,Low,No,Structured,Science,No,No,Group,Puzzles,Low,Yes,With others,Physical,Low,Yes,Gymnastics,Sports,Swimming
indoor,Medium,Team,Chess,Dance,Low,No,Structured,Science,Yes,Yes,Individual,Coding,High,Yes,With others,Physical,Low,No,Gymnastics,Analytical,Robotics
outdoor,Low,Team,Chess,Dance,Medium,Yes,Structured,Math,No,No,Individual,Logical Games,Low,No,With others,Physical,Medium,Yes,Running,Arts,Dance
indoor,Low,Individual,Badminton,Dance,High,Yes,Structured,Language,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Medium,Yes,Meditation,Arts,Dance
outdoor,Medium,Individual,Cricket,Music,Medium,No,Free,Language,Yes,Yes,Group,Logical Games,High,Yes,Alone,Relaxation,Medium,No,Yoga,Analytical,Chess
indoor,Low,Team,Table Tennis,Drawing,Low,Yes,Structured,Language,Yes,Yes,Individual,Coding,Medium,Yes,With others,Physical,Medium,Yes,Running,Academics,Creative Writing
outdoor,Low,Team,Football,Dance,Medium,Yes,Structured,Math,No,No,Group,Coding,Low,No,Alone,Physical,High,No,Meditation,Arts,Dance
outdoor,High,Team,Football,Music,Low,No,Free,Science,No,No,Group,Puzzles,Low,No,With others,Physical,Low,Yes,Yoga,Sports,Football
indoor,Medium,Team,Cricket,Drawing,Low,No,Structured,Math,No,No,Individual,Puzzles,High,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
outdoor,Low,Individual,Football,Music,Low,No,Free,Language,No,Yes,Group,Logical Games,High,Yes,With others,Relaxation,High,No,Yoga,Analytical,Robotics
indoor,High,Individual,Badminton,Drawing,Low,No,Structured,Science,Yes,No,Group,Puzzles,Low,Yes,With others,Relaxation,Medium,Yes,Running,Sports,Badminton
outdoor,High,Individual,Cricket,Music,Low,No,Free,Language,Yes,No,Group,Coding,High,No,Alone,Relaxation,Medium,Yes,Running,Analytical,Coding
outdoor,Low,Team,Cricket,Music,Low,No,Free,Math,Yes,No,Individual,Logical Games,High,Yes,Alone,Physical,Medium,No,Yoga,Analytical,Chess
outdoor,High,Individual,Cricket,Dance,Medium,No,Structured,Language,No,Yes,Individual,Coding,Low,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,Medium,Team,Table Tennis,Dance,Low,No,Structured,Science,Yes,Yes,Group,Puzzles,High,No,With others,Relaxation,Low,No,Gymnastics,Academics,Science Club
indoor,High,Individual,Table Tennis,Dance,Low,No,Free,Language,No,No,Group,Logical Games,Low,No,With others,Relaxation,Medium,Yes,Gymnastics,Sports,Table Tennis
outdoor,High,Team,Cricket,Music,Low,No,Free,Math,No,No,Individual,Coding,Low,No,With others,Physical,Low,No,Gymnastics,Sports,Cricket
indoor,Low,Team,Table Tennis,Drawing,Low,No,Free,Language,Yes,Yes,Group,Logical Games,Medium,No,Alone,Physical,High,No,Gymnastics,Academics,Creative Writing
outdoor,Low,Team,Table Tennis,Dance,High,Yes,Structured,Science,No,Yes,Individual,Puzzles,Medium,Yes,Alone,Physical,Medium,No,Gymnastics,Arts,Dance
indoor,Medium,Individual,Chess,Drawing,Low,No,Free,Language,No,No,Individual,Coding,Low,No,With others,Relaxation,Low,Yes,Meditation,Health,Meditation
indoor,Medium,Individual,Table Tennis,Dance,Low,No,Free,Math,No,No,Group,Puzzles,Low,No,Alone,Physical,Medium,Yes,Yoga,Sports,Table Tennis
indoor,Low,Team,Badminton,Music,Low,No,Free,Language,Yes,Yes,Individual,Puzzles,High,No,Alone,Physical,Medium,No,Meditation,Academics,Creative Writing
indoor,High,Team,Table Tennis,Drawing,Low,No,Free,Language,Yes,No,Individual,Coding,Low,No,With others,Physical,Low,Yes,Gymnastics,Sports,Table Tennis
indoor,High,Individual,Badminton,Music,Low,No,Structured,Language,No,No,Group,Puzzles,Low,No,Alone,Physical,Medium,Yes,Meditation,Sports,Swimming
outdoor,High,Individual,Badminton,Drawing,Low,No,Structured,Language,No,No,Group,Puzzles,Low,No,Alone,Relaxation,Medium,Yes,Gymnastics,Sports,Swimming
indoor,Low,Team,Football,Dance,High,No,Structured,Language,No,No,Individual,Logical Games,Low,No,Alone,Relaxation,Low,No,Yoga,Arts,Dance
outdoor,High,Individual,Cricket,Drawing,High,Yes,Free,Math,Yes,No,Individual,Puzzles,Low,No,With others,Relaxation,Low,Yes,Gymnastics,Arts,Drawing
indoor,Low,Individual,Badminton,Dance,High,No,Structured,Language,Yes,Yes,Group,Coding,High,Yes,Alone,Relaxation,Medium,No,Running,Analytical,Coding
indoor,Low,Individual,Football,Music,Low,No,Structured,Math,Yes,No,Individual,Coding,High,Yes,Alone,Relaxation,Low,No,Meditation,Analytical,Coding
indoor,Low,Individual,Cricket,Drawing,Medium,No,Free,Science,No,Yes,Individual,Logical Games,Low,No,Alone,Relaxation,Low,Yes,Yoga,Health,Yoga
outdoor,High,Team,Football,Dance,Low,No,Structured,Language,No,No,Individual,Puzzles,Low,No,With others,Physical,High,No,Yoga,Sports,Football
indoor,Low,Individual,Badminton,Drawing,High,Yes,Free,Math,No,No,Individual,Coding,Low,No,With others,Relaxation,Medium,No,Running,Arts,Drawing
outdoor,Medium,Team,Chess,Drawing,Low,No,Free,Science,Yes,Yes,Group,Logical Games,High,Yes,Alone,Relaxation,Medium,No,Running,Academics,Science Club
indoor,High,Individual,Badminton,Drawing,Low,No,Free,Science,No,No,Group,Logical Games,Low,No,With others,Relaxation,Medium,No,Meditation,Sports,Badminton
outdoor,Medium,Team,Chess,Dance,Medium,No,Free,Language,No,Yes,Individual,Logical Games,High,Yes,With others,Physical,High,No,Meditation,Analytical,Robotics
outdoor,Low,Team,Badminton,Music,Low,No,Structured,Language,No,Yes,Group,Coding,Low,No,With others,Physical,High,No,Gymnastics,Health,Gymnastics
outdoor,High,Team,Cricket,Music,Low,No,Structured,Math,No,Yes,Individual,Logical Games,Medium,No,Alone,Physical,Medium,Yes,Gymnastics,Sports,Cricket
outdoor,High,Team,Football,Dance,Low,No,Free,Science,No,No,Individual,Puzzles,Medium,No,With others,Relaxation,Low,No,Yoga,Sports,Football
indoor,Medium,Individual,Football,Music,Low,No,Free,Language,No,No,Group,Coding,Low,No,Alone,Physical,High,Yes,Running,Health,Running
outdoor,High,Individual,Football,Drawing,Low,No,Structured,Science,No,No,Individual,Puzzles,Low,No,With others,Physical,Low,Yes,Running,Sports,Football
outdoor,High,Team,Cricket,Drawing,Low,No,Structured,Language,No,No,Group,Puzzles,Low,No,With others,Physical,Low,Yes,Running,Sports,Cricket
outdoor,High,Team,Cricket,Drawing,Low,No,Structured,Math,No,No,Group,Puzzles,Low,Yes,With others,Relaxation,Low,Yes,Gymnastics,Sports,Cricket
indoor,Low,Individual,Football,Drawing,Medium,No,Free,Math,No,Yes,Group,Coding,High,Yes,Alone,Physical,Medium,No,Gymnastics,Analytical,Coding
outdoor,Low,Team,Badminton,Dance,Medium,No,Structured,Language,Yes,Yes,Group,Coding,High,Yes,With others,Relaxation,Low,Yes,Running,Analytical,Robotics
indoor,High,Individual,Badminton,Music,Low,No,Structured,Science,No,No,Individual,Coding,Low,No,Alone,Physical,High,Yes,Gymnastics,Sports,Badminton
indoor,High,Team,Badminton,Dance,Low,No,Structured,Language,No,No,Individual,Puzzles,Low,No,With others,Physical,High,No,Running,Sports,Badminton
outdoor,High,Individual,Table Tennis,Drawing,High,No,Structured,Language,No,No,Group,Coding,Low,No,Alone,Relaxation,High,Yes,Yoga,Sports,Swimming
outdoor,High,Individual,Badminton,Music,Low,No,Structured,Science,No,No,Group,Coding,Low,No,Alone,Physical,Low,Yes,Meditation,Sports,Badminton
outdoor,Medium,Individual,Football,Drawing,Medium,No,Structured,Language,No,No,Individual,Puzzles,Medium,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,Low,Team,Table Tennis,Drawing,Low,No,Free,Science,No,No,Group,Puzzles,Low,No,With others,Relaxation,Medium,Yes,Meditation,Health,Meditation
indoor,Low,Individual,Cricket,Dance,Low,No,Structured,Language,Yes,Yes,Individual,Logical Games,Low,No,With others,Physical,Low,Yes,Yoga,Academics,Creative Writing
indoor,Low,Team,Chess,Dance,Medium,No,Free,Math,Yes,Yes,Individual,Coding,Low,No,Alone,Relaxation,Low,Yes,Gymnastics,Academics,Math Olympiad
outdoor,Low,Team,Football,Drawing,High,Yes,Free,Language,No,No,Group,Puzzles,Low,No,With others,Physical,High,No,Meditation,Arts,Drawing
outdoor,Low,Team,Badminton,Music,High,Yes,Free,Language,No,No,Group,Puzzles,Low,Yes,Alone,Relaxation,Low,Yes,Running,Arts,Music
indoor,Low,Team,Badminton,Dance,High,Yes,Structured,Math,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,Medium,Yes,Yoga,Arts,Dance
indoor,High,Individual,Football,Music,Low,No,Free,Science,No,No,Individual,Coding,Low,No,Alone,Physical,Medium,Yes,Running,Health,Running
indoor,Low,Team,Badminton,Dance,Low,No,Free,Math,Yes,No,Individual,Coding,High,Yes,With others,Physical,Medium,Yes,Gymnastics,Analytical,Coding
outdoor,Medium,Individual,Chess,Music,Low,No,Free,Science,Yes,Yes,Group,Coding,High,Yes,Alone,Relaxation,Low,No,Meditation,Analytical,Coding
indoor,High,Individual,Football,Drawing,Medium,No,Free,Math,No,No,Individual,Logical Games,Low,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,High,Individual,Badminton,Dance,Low,No,Structured,Math,Yes,Yes,Individual,Puzzles,Low,Yes,Alone,Relaxation,High,Yes,Gymnastics,Sports,Badminton
outdoor,High,Team,Football,Drawing,Low,No,Structured,Science,No,No,Individual,Coding,Low,No,Alone,Physical,Low,Yes,Gymnastics,Sports,Football
indoor,Low,Team,Cricket,Dance,High,Yes,Free,Science,No,No,Group,Coding,Low,No,Alone,Physical,Medium,No,Yoga,Arts,Dance
indoor,Low,Team,Football,Dance,Medium,Yes,Structured,Math,No,Yes,Group,Puzzles,Low,No,With others,Relaxation,Low,Yes,Meditation,Arts,Dance
indoor,High,Individual,Badminton,Drawing,Low,No,Free,Language,No,No,Individual,Coding,Low,No,Alone,Relaxation,High,No,Gymnastics,Sports,Badminton
indoor,High,Team,Table Tennis,Dance,Low,No,Free,Language,Yes,Yes,Individual,Puzzles,High,Yes,With others,Relaxation,Medium,No,Yoga,Analytical,Robotics
outdoor,Low,Team,Football,Drawing,Medium,No,Structured,Math,Yes,Yes,Individual,Puzzles,Medium,Yes,Alone,Physical,High,No,Meditation,Academics,Math Olympiad
indoor,Low,Individual,Table Tennis,Dance,High,Yes,Free,Science,No,No,Individual,Logical Games,Low,Yes,Alone,Relaxation,Low,No,Yoga,Arts,Dance
outdoor,High,Team,Cricket,Music,Low,No,Structured,Math,No,No,Group,Puzzles,Low,No,Alone,Physical,Medium,No,Meditation,Sports,Cricket
indoor,High,Individual,Badminton,Music,Low,No,Free,Science,No,No,Group,Coding,Low,No,Alone,Physical,Medium,Yes,Running,Sports,Badminton
indoor,Low,Individual,Chess,Dance,Low,No,Structured,Math,Yes,Yes,Group,Logical Games,Medium,Yes,With others,Relaxation,Medium,No,Running,Academics,Math Olympiad
indoor,Medium,Team,Chess,Drawing,Medium,No,Structured,Science,Yes,Yes,Group,Logical Games,Low,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,Medium,Individual,Cricket,Dance,Medium,No,Structured,Science,No,No,Individual,Puzzles,Low,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,Low,Team,Badminton,Music,Low,No,Free,Science,No,Yes,Group,Coding,High,Yes,With others,Relaxation,Low,Yes,Yoga,Analytical,Robotics
outdoor,Low,Team,Table Tennis,Music,Low,No,Free,Science,Yes,No,Group,Logical Games,Medium,Yes,Alone,Relaxation,Medium,No,Meditation,Health,Yoga
indoor,High,Team,Badminton,Drawing,Low,No,Free,Math,No,No,Individual,Coding,Low,No,Alone,Physical,High,Yes,Running,Health,Running
outdoor,High,Individual,Table Tennis,Dance,Low,No,Structured,Math,No,No,Group,Puzzles,Low,No,Alone,Relaxation,Medium,No,Meditation,Sports,Swimming
indoor,Low,Individual,Chess,Dance,Medium,No,Structured,Science,Yes,Yes,Individual,Logical Games,Medium,Yes,With others,Relaxation,Low,No,Gymnastics,Academics,Science Club
indoor,High,Individual,Table Tennis,Music,Low,No,Structured,Math,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,High,Yes,Meditation,Sports,Table Tennis
outdoor,Low,Individual,Football,Music,Low,No,Free,Language,Yes,Yes,Individual,Logical Games,Medium,Yes,With others,Physical,Low,No,Running,Academics,Creative Writing
outdoor,Medium,Team,Table Tennis,Dance,Low,No,Structured,Language,No,Yes,Individual,Logical Games,Low,No,Alone,Physical,High,Yes,Running,Health,Running
indoor,High,Individual,Cricket,Dance,Low,No,Structured,Math,No,No,Group,Coding,Low,No,Alone,Relaxation,High,Yes,Running,Sports,Swimming
outdoor,High,Team,Cricket,Music,Low,No,Structured,Science,No,No,Group,Puzzles,Low,No,Alone,Relaxation,Medium,No,Running,Sports,Cricket
outdoor,Low,Team,Football,Music,Low,No,Structured,Math,Yes,Yes,Group,Coding,High,Yes,Alone,Relaxation,Low,Yes,Yoga,Analytical,Coding
outdoor,Low,Individual,Football,Drawing,Medium,No,Free,Language,Yes,Yes,Group,Logical Games,High,Yes,Alone,Relaxation,High,No,Running,Analytical,Chess
indoor,Medium,Individual,Table Tennis,Drawing,High,No,Free,Math,Yes,Yes,Individual,Coding,High,No,With others,Physical,Medium,Yes,Running,Academics,Math Olympiad
indoor,High,Individual,Table Tennis,Dance,Low,No,Structured,Language,No,No,Individual,Logical Games,Low,No,Alone,Physical,High,No,Gymnastics,Sports,Table Tennis
outdoor,Low,Team,Cricket,Dance,Medium,No,Free,Math,Yes,Yes,Individual,Puzzles,Medium,No,With others,Physical,Medium,No,Yoga,Academics,Math Olympiad
outdoor,High,Individual,Football,Drawing,Low,No,Structured,Math,No,No,Group,Logical Games,Low,No,With others,Physical,Medium,No,Meditation,Sports,Football
indoor,High,Individual,Badminton,Music,Medium,No,Free,Science,Yes,Yes,Group,Logical Games,Medium,No,With others,Physical,High,No,Gymnastics,Academics,Science Club
outdoor,High,Individual,Table Tennis,Music,High,No,Structured,Language,Yes,No,Group,Logical Games,Low,No,With others,Physical,Low,Yes,Meditation,Sports,Swimming
outdoor,Low,Individual,Table Tennis,Dance,Medium,No,Structured,Science,Yes,Yes,Group,Puzzles,Medium,Yes,Alone,Physical,Medium,No,Running,Academics,Science Club
outdoor,Low,Team,Table Tennis,Music,Low,No,Structured,Language,Yes,Yes,Individual,Coding,High,Yes,With others,Relaxation,High,Yes,Running,Analytical,Robotics
indoor,Medium,Team,Cricket,Music,Low,No,Structured,Language,Yes,Yes,Group,Coding,High,Yes,With others,Relaxation,Medium,No,Gymnastics,Analytical,Robotics
outdoor,High,Individual,Badminton,Music,Low,No,Free,Math,No,No,Group,Puzzles,Low,No,Alone,Relaxation,High,Yes,Yoga,Sports,Badminton
